# Phase 2 Transport Trajectory (Centroid)
# Format: x, y, theta, t
# run_id: 20260317_101056_run001
# Total points: 36
# =====================================
3.600000, 3.180000, 0.000000, 1773717057.387437
3.554286, 3.203429, 0.000000, 1773717057.729892
3.508571, 3.226857, 0.000000, 1773717058.072347
3.462857, 3.250286, 0.000000, 1773717058.414802
3.417143, 3.273714, 0.000000, 1773717058.757257
3.371429, 3.297143, 0.000000, 1773717059.099711
3.325714, 3.320571, 0.000000, 1773717059.442166
3.280000, 3.344000, 0.000000, 1773717059.784621
3.234286, 3.367429, 0.000000, 1773717060.127076
3.188571, 3.390857, 0.000000, 1773717060.469530
3.142857, 3.414286, 0.000000, 1773717060.811985
3.097143, 3.437714, 0.000000, 1773717061.154440
3.051429, 3.461143, 0.000000, 1773717061.496895
3.005714, 3.484571, 0.000000, 1773717061.839350
2.960000, 3.508000, 0.000000, 1773717062.181804
2.914286, 3.531429, 0.000000, 1773717062.524259
2.868571, 3.554857, 0.000000, 1773717062.866714
2.822857, 3.578286, 0.000000, 1773717063.209169
2.777143, 3.601714, 0.000000, 1773717063.551624
2.731429, 3.625143, 0.000000, 1773717063.894078
2.685714, 3.648571, 0.000000, 1773717064.236533
2.640000, 3.672000, 0.000000, 1773717064.578988
2.594286, 3.695429, 0.000000, 1773717064.921443
2.548571, 3.718857, 0.000000, 1773717065.263897
2.502857, 3.742286, 0.000000, 1773717065.606352
2.457143, 3.765714, 0.000000, 1773717065.948807
2.411429, 3.789143, 0.000000, 1773717066.291262
2.365714, 3.812571, 0.000000, 1773717066.633717
2.320000, 3.836000, 0.000000, 1773717066.976171
2.274286, 3.859429, 0.000000, 1773717067.318626
2.228571, 3.882857, 0.000000, 1773717067.661081
2.182857, 3.906286, 0.000000, 1773717068.003536
2.137143, 3.929714, 0.000000, 1773717068.345991
2.091429, 3.953143, 0.000000, 1773717068.688445
2.045714, 3.976571, 0.000000, 1773717069.030900
2.000000, 4.000000, 0.000000, 1773717069.373355
